#{"t_start": 1768083746.3892963, "env_id": "LunarLander-v3"}
r,l,t
213.619251,379,142.858253
263.027623,390,143.801409
26.048357,369,143.961576
-15.356042,294,144.074739
226.109889,385,144.220205
258.698688,375,144.365499
267.958248,503,144.558918
226.890894,449,145.500375
181.455876,689,145.76125
236.736198,406,145.917035
280.7019,410,146.0864
216.017523,393,147.008837
213.905059,717,147.300617
222.162944,429,147.466117
233.766995,417,147.626746
228.024912,373,148.543059
247.419658,933,148.908001
220.946391,419,149.064893
245.298141,505,149.264468
240.251043,452,150.194087
227.249389,384,150.352134
229.714885,429,150.526474
232.977441,411,150.684594
228.592797,414,150.848396
209.134601,406,151.793976
-32.290892,298,151.909336
260.058043,429,152.075551
50.994902,1000,153.234755
224.660285,486,153.430796
238.137478,395,153.581307
233.824775,380,153.726415
235.702907,452,153.894679
216.64331,405,154.851763
228.969901,400,155.00657
113.636167,1000,155.404041
239.000558,483,155.59106
16.197107,378,156.532007
221.079047,515,156.739501
71.503413,1000,157.148901
248.121764,428,158.103032
218.518256,440,158.276376
234.986819,545,158.488352
103.080698,1000,159.627342
220.831253,443,159.796826
220.624402,563,160.01636
195.347953,417,160.181477
269.734653,447,161.153882
231.679796,598,161.389695
230.188459,486,161.577395
205.207643,450,161.746281
205.248225,496,162.713643
202.76667,531,162.907884
221.699971,439,163.076479
5.576865,341,163.208025
209.33099,491,163.392659
215.675956,521,164.388304
179.993596,531,164.612596
221.194055,475,164.795689
213.881939,493,164.997019
78.911183,1000,166.198765
208.808069,473,166.384354
250.985384,531,166.584328
112.64499,1000,167.774218
207.149031,486,167.962675
115.161501,1000,169.158222
203.900141,500,169.364546
-16.80317,415,169.523543
192.568145,447,169.694752
231.789885,471,169.883548
243.564361,448,170.800928
225.84485,391,170.951396
235.785408,437,171.11146
243.978514,360,171.244933
234.473351,475,171.42183
203.234993,429,172.375129
257.184161,417,172.541658
237.237415,488,172.72907
223.142298,397,172.880285
218.996069,447,173.883306
239.50186,407,174.040847
-49.349524,272,174.145278
220.681741,408,174.312547
249.581833,378,174.463936
234.955045,435,174.625447
246.397737,436,175.586127
227.596364,426,175.752353
269.255975,375,175.890882
266.674687,444,176.061551
231.91006,439,177.018012
213.632302,401,177.177174
13.634288,337,177.309143
22.162616,349,177.450616
239.462558,376,177.599467
255.697788,333,177.725864
175.346442,802,178.842984
247.068523,350,178.97645
259.757355,362,179.114759
224.410845,373,179.261635
-9.611168,273,179.376158
227.527954,391,180.315099
44.152987,310,180.443421
257.462807,370,180.589902
236.629261,381,180.738601
264.273289,384,180.885804
227.66821,375,181.830982
-4.062676,253,181.926944
4.840924,242,182.020246
