#{"t_start": 1768084635.449265, "env_id": "LunarLander-v3"}
r,l,t
266.425945,244,390.270489
-96.219627,580,390.637288
189.178443,258,391.794493
189.490486,366,392.024595
256.075871,604,392.405399
291.326537,344,392.618904
164.230951,301,392.808608
-6.275069,169,392.91444
207.251666,304,394.118304
247.296533,318,394.316032
244.316899,441,394.592174
188.717082,467,394.886753
227.577251,369,395.118951
29.778806,1000,396.748528
219.131647,205,396.873743
236.461245,231,397.013455
263.539987,231,397.149031
248.749139,255,397.300952
247.287923,349,398.492769
225.130287,228,398.66069
239.260761,492,398.965594
229.430678,239,399.112088
233.284404,245,399.259996
215.079913,319,399.455346
221.221183,485,400.748547
205.86747,574,401.113538
230.385669,201,401.234277
205.109839,499,401.544157
228.420955,252,401.698633
269.362772,232,401.846547
205.235063,369,403.048887
249.789562,360,403.291248
192.921466,619,403.676569
257.284723,335,403.882963
-3.902055,157,403.98677
162.711263,629,405.480046
239.002749,191,405.601722
252.723933,245,405.752888
282.573543,355,405.979951
83.351369,1000,406.605819
250.676323,239,407.707978
270.991369,273,407.878658
240.048398,223,408.014925
261.793802,240,408.160676
10.681932,134,408.243377
-12.002969,174,408.3528
280.946458,325,408.557375
1.894698,146,408.647314
225.738728,250,408.803429
253.193043,217,409.925436
238.245414,248,410.094117
188.468475,328,410.295066
20.054788,193,410.413685
234.181517,232,410.563847
237.693181,355,410.782449
256.976689,220,410.918726
282.038215,259,411.075615
273.223957,269,412.20121
267.104447,278,412.372921
108.546257,1000,413.01542
248.209268,230,413.152869
230.007121,815,414.643271
66.145111,1000,415.272376
-110.00775,378,415.502787
263.216389,209,415.656253
274.492663,251,416.81271
197.639424,374,417.047168
260.389697,222,417.179774
259.77186,211,417.301798
37.309914,194,417.416085
233.852431,293,417.590172
278.293796,240,417.730329
265.567012,272,417.890773
215.129532,434,419.218555
213.465744,338,419.433433
221.346315,193,419.555706
296.129883,317,419.756519
274.309511,264,419.92734
141.889445,524,420.269738
283.033694,251,421.447747
229.863278,209,421.576939
221.904806,246,421.721395
282.193778,222,421.860385
239.63124,276,422.027229
281.07144,261,422.183631
251.725938,206,422.304944
235.301899,242,422.451215
60.877627,1000,424.100299
282.49573,226,424.23336
211.488213,458,424.513519
228.600937,223,424.646327
285.361251,273,424.817501
248.433666,325,425.999983
109.241391,1000,426.631348
205.690747,278,426.803569
221.475915,402,427.052887
18.851278,206,428.155414
257.929653,247,428.31011
244.373873,230,428.451929
48.89664,171,428.5547
26.297555,187,428.669744
11.548637,123,428.743342
45.771507,188,428.857698
112.414957,1000,430.540925
257.156633,282,430.710975
235.631636,331,430.918219
115.604092,1000,431.533167
235.173061,238,432.666768
256.709759,260,432.836343
250.031933,255,432.994662
228.710555,468,433.285532
184.860875,305,433.473642
257.411805,234,433.623955
245.190762,235,433.777275
253.039038,247,433.957741
222.312225,240,435.111649
198.338957,489,435.417634
278.157838,250,435.569869
293.342078,318,435.769445
300.536314,432,436.033634
273.809397,225,436.169083
257.525307,224,437.330537
-18.835624,162,437.426529
273.408407,261,437.584795
214.139725,220,437.717585
260.584777,237,437.863202
73.945231,1000,438.486924
-8.05721,163,439.58184
249.244809,279,439.756567
197.335684,904,440.340427
246.832086,266,440.515653
273.631423,259,440.678044
228.829287,283,441.854219
253.196262,239,442.008007
217.859498,208,442.136618
234.101477,259,442.29465
238.454296,185,442.409081
304.55269,302,442.597514
302.041204,285,442.793102
252.244363,217,442.938095
254.003463,216,443.07978
233.920554,220,444.265601
218.854391,353,444.490174
132.42595,1000,445.12605
246.647432,226,445.266827
112.335815,1000,446.899112
280.252958,229,447.039151
232.213892,257,447.197045
293.859514,329,447.406738
190.352717,564,447.761064
262.882281,257,448.927518
242.34613,240,449.078742
213.245311,322,449.276768
222.252146,270,449.444301
96.306606,1000,451.099487
263.731972,420,451.35374
174.903516,302,451.535167
253.936088,239,451.682232
316.42622,322,451.876007
254.552002,206,452.000903
238.150625,409,452.25833
