#{"t_start": 1768084357.9020345, "env_id": "LunarLander-v3"}
r,l,t
-161.472332,231,230.964995
-156.35943,118,231.044203
-155.808726,255,231.20897
-138.032964,175,231.322413
-146.658327,121,231.398116
-123.11314,347,231.624974
-151.284443,172,231.757869
-183.347677,681,232.205663
-170.145662,147,232.307307
-130.27759,362,232.551255
-184.776175,597,232.948288
-191.8764,569,233.324174
-82.725622,255,233.495315
-70.942768,238,233.655406
-120.285469,354,233.886555
-183.578436,584,234.275178
-178.661684,214,234.414263
-143.011894,159,234.517886
-97.084925,290,234.701542
-154.298396,569,235.088968
-112.332706,369,235.331739
-185.729183,459,235.631319
-120.700379,412,235.89975
-121.401866,405,236.167539
-110.899795,381,236.450746
-202.693789,657,236.868839
-195.268732,193,236.991272
-148.587918,110,237.063657
-120.159397,385,237.332047
-142.999586,128,237.422142
-207.494607,986,238.065413
-160.834035,210,238.200874
-151.635594,150,238.295164
-156.057216,132,238.382155
-127.119562,263,238.551302
-109.684646,392,238.807049
-141.935256,466,239.111816
-144.953857,607,239.509797
-140.990113,182,239.621846
-202.261308,625,240.017939
-249.185432,954,240.648733
-114.000121,410,240.947279
-138.762821,141,241.11313
-119.581312,138,241.284074
-134.715932,142,241.406689
-157.046305,484,241.76352
-195.969008,815,242.358812
-162.231488,168,242.472806
-140.878856,168,242.582963
-184.168245,248,242.748419
-62.648827,287,242.947182
-137.663803,137,243.039255
175.973254,790,243.577623
-165.544381,108,243.681274
-170.000051,189,243.852703
-59.59526,1000,244.680251
-69.52394,584,245.088126
-118.132729,189,245.244843
-138.668168,473,245.580619
-149.721614,455,245.979106
-123.384533,164,246.123354
-155.446344,108,246.216215
-135.885027,395,246.502548
-164.281469,135,246.587595
-217.162534,739,247.112081
-157.884056,1000,247.874292
-99.028488,358,248.139059
-116.904104,416,248.474311
-120.111258,204,248.647451
-75.629519,660,249.271382
-134.74637,171,249.39543
-82.073239,1000,250.231703
-132.472912,155,250.342376
-141.69909,273,250.529398
-134.603478,159,250.635596
-162.221705,1000,251.303554
-125.655234,550,251.694529
-164.539452,678,252.158014
-79.782669,1000,253.081447
-120.419818,455,253.457063
-178.170103,762,253.963817
-131.002962,164,254.07014
-129.745024,148,254.161623
-134.963219,149,254.251822
-148.385215,936,255.069242
-143.532844,120,255.180838
147.02949,849,255.850257
-86.220217,1000,256.658566
-63.994592,1000,257.442667
86.845325,1000,258.128905
